Locus	Prop. Matching Expression with Dsc1	Gene
LOC5570170	0.121113162	
LOC110679003	0.121113162	
LOC5570890	0.121113162	
LOC110677759	0.121113162	
LOC110677910	0.121113162	
LOC110677909	0.121113162	
LOC110677631	0.121113162	
LOC5579476	0.121113162	
LOC5573828	0.121113162	
LOC110679023	0.121113162	
LOC5571252	0.121113162	
LOC5573263	0.121113162	
LOC5574177	0.121113162	
LOC5565418	0.121113162	
LOC110679699	0.121113162	
LOC110681103	0.121113162	
LOC110674319	0.120971177	
LOC5574059	0.120971177	
LOC5573440	0.120971177	
LOC5576568	0.120971177	
LOC5569892	0.120971177	
LOC110674699	0.120971177	
LOC5572611	0.120971177	
LOC5570664	0.120971177	
LOC5566281	0.120971177	
LOC5568299	0.120971177	
LOC110675873	0.120971177	
LOC5575247	0.120971177	
LOC5580029	0.120971177	
LOC110675912	0.120971177	
LOC5571963	0.120971177	
LOC5575199	0.120971177	
LOC5573667	0.120971177	
LOC5571949	0.120971177	
LOC5571664	0.120971177	
LOC5565118	0.120971177	
LOC5565322	0.120971177	
LOC5570687	0.120971177	
LOC5568939	0.120971177	
LOC5565908	0.120971177	
LOC5564525	0.120971177	
LOC110677813	0.120971177	
LOC5565074	0.120971177	
LOC5570972	0.120971177	
LOC5563645	0.120971177	
LOC110679542	0.120971177	
LOC5576807	0.120971177	
LOC110677789	0.120971177	
LOC110678405	0.120971177	
LOC110678868	0.120971177	
LOC5572996	0.120971177	
LOC5572362	0.120971177	
LOC5575284	0.120971177	
LOC5580268	0.120971177	
LOC5572401	0.120971177	
LOC5565728	0.120971177	
LOC5572094	0.120971177	
LOC110677851	0.120971177	
LOC5564576	0.120971177	
LOC5564760	0.120971177	
LOC110678839	0.120971177	
LOC110679164	0.120971177	
LOC110680244	0.120971177	
LOC110680436	0.120971177	
LOC110681171	0.120971177	
LOC110681383	0.120971177	
Or106	0.120971177	
Gr25	0.120971177	
LOC5566771	0.120829192	
LOC110677930	0.120829192	
LOC5578694	0.120829192	
LOC5567789	0.120829192	
LOC110674021	0.120829192	
LOC110674224	0.120829192	
LOC110675332	0.120829192	
LOC5575750	0.120829192	
LOC110675680	0.120829192	
LOC5574902	0.120829192	
LOC5571701	0.120829192	
LOC5569167	0.120829192	
LOC110675140	0.120829192	
LOC110676095	0.120829192	
LOC5569622	0.120829192	
LOC110676152	0.120829192	
LOC5579418	0.120829192	
LOC5575922	0.120829192	
LOC5564993	0.120829192	
LOC23687521	0.120829192	
LOC5576032	0.120829192	
LOC110677037	0.120829192	
LOC5567009	0.120829192	
LOC5572067	0.120829192	
LOC5565843	0.120829192	
LOC110679654	0.120829192	
LOC5570069	0.120829192	
LOC5573965	0.120829192	
LOC110679155	0.120829192	
LOC5579181	0.120829192	
LOC5569097	0.120829192	
LOC110679472	0.120829192	
LOC5568638	0.120829192	
LOC5565726	0.120829192	
LOC5568395	0.120829192	
LOC5571109	0.120829192	
LOC110679511	0.120829192	
LOC110678716	0.120829192	
LOC5571004	0.120829192	
LOC5575087	0.120829192	
LOC5577168	0.120829192	
LOC5565737	0.120829192	
LOC5568272	0.120829192	
LOC5579929	0.120829192	
LOC110678064	0.120829192	
LOC110680304	0.120829192	
LOC110680367	0.120829192	
LOC110680761	0.120829192	
LOC110680865	0.120829192	
LOC110681127	0.120829192	
Or57	0.120829192	
Or107	0.120829192	
LOC110674740	0.120687207	
LOC5565132	0.120687207	
LOC5574574	0.120687207	
LOC5565273	0.120687207	
LOC5576308	0.120687207	
LOC5565039	0.120687207	
LOC110678056	0.120687207	
LOC110678840	0.120687207	
LOC110679468	0.120687207	
LOC5567769	0.120687207	
LOC5574624	0.120687207	
LOC5564694	0.120687207	
LOC5567288	0.120687207	
LOC110674664	0.120687207	
LOC5573632	0.120687207	
LOC110675496	0.120687207	
LOC5571872	0.120687207	
LOC110676785	0.120687207	
LOC110675564	0.120687207	
LOC5574291	0.120687207	
LOC5574117	0.120687207	
LOC5566102	0.120687207	
LOC5567700	0.120687207	
LOC110676545	0.120687207	
LOC5563863	0.120687207	
LOC110676642	0.120687207	
LOC110676821	0.120687207	
LOC5573393	0.120687207	
LOC5572805	0.120687207	
LOC5563941	0.120687207	
LOC5571542	0.120687207	
LOC5565835	0.120687207	
LOC110679688	0.120687207	
LOC5570211	0.120687207	
LOC110678300	0.120687207	
LOC110679405	0.120687207	
LOC5578025	0.120687207	
LOC5565977	0.120687207	
LOC5579175	0.120687207	
LOC110677898	0.120687207	
LOC5567275	0.120687207	
LOC5564428	0.120687207	
LOC5567604	0.120687207	
LOC5573603	0.120687207	
LOC110678298	0.120687207	
LOC5573729	0.120687207	
LOC5578499	0.120687207	
LOC110677888	0.120687207	
LOC5580212	0.120687207	
LOC5564756	0.120687207	
LOC110680671	0.120687207	
LOC5566276	0.120687207	
LOC110681456	0.120687207	
Gr1	0.120687207	
LOC110674380	0.120545222	
LOC110674127	0.120545222	
LOC110676901	0.120545222	
LOC5564365	0.120545222	
LOC5572388	0.120545222	
LOC110676000	0.120545222	
LOC5576459	0.120545222	
LOC5571493	0.120545222	
LOC110679526	0.120545222	
LOC5567790	0.120545222	
LOC5569220	0.120545222	
LOC110681583	0.120545222	
LOC5578935	0.120545222	
LOC5573631	0.120545222	
LOC5565293	0.120545222	
LOC5576531	0.120545222	
LOC5566110	0.120545222	
LOC5576417	0.120545222	
LOC110675801	0.120545222	
LOC110675128	0.120545222	
LOC5568740	0.120545222	
LOC5575924	0.120545222	
LOC5563807	0.120545222	
LOC5576442	0.120545222	
LOC110676827	0.120545222	
LOC110676837	0.120545222	
LOC5571546	0.120545222	
LOC110677038	0.120545222	
LOC110677140	0.120545222	
LOC5564942	0.120545222	
LOC110677204	0.120545222	
LOC5570216	0.120545222	
LOC5570220	0.120545222	
LOC5570231	0.120545222	
LOC5572515	0.120545222	
LOC5578644	0.120545222	
LOC5578560	0.120545222	
LOC5576780	0.120545222	
LOC5568750	0.120545222	
LOC110677773	0.120545222	
LOC5578445	0.120545222	
LOC5570022	0.120545222	
LOC5568393	0.120545222	
LOC5577092	0.120545222	
LOC5574952	0.120545222	
LOC5574186	0.120545222	
LOC110679621	0.120545222	
LOC110680374	0.120545222	
LOC110680957	0.120545222	
Gr15	0.120545222	
Gr76	0.120545222	
LOC5566361	0.120403237	
LOC5571324	0.120403237	
LOC5574728	0.120403237	
LOC5571481	0.120403237	
LOC110678629	0.120403237	
LOC5568277	0.120403237	
LOC5577063	0.120403237	
LOC110674146	0.120403237	
LOC110674148	0.120403237	
LOC5576195	0.120403237	
LOC5565926	0.120403237	
LOC5571279	0.120403237	
LOC110675381	0.120403237	
LOC110675412	0.120403237	
LOC5564893	0.120403237	
LOC5574032	0.120403237	
LOC5572750	0.120403237	
LOC5573422	0.120403237	
LOC110675345	0.120403237	
LOC5568878	0.120403237	
LOC110676128	0.120403237	
LOC5570782	0.120403237	
LOC5572537	0.120403237	
LOC5566029	0.120403237	
LOC110676352	0.120403237	
LOC110675581	0.120403237	
LOC110676665	0.120403237	
LOC5573803	0.120403237	
LOC5565002	0.120403237	
LOC5578315	0.120403237	
LOC110676970	0.120403237	
LOC5573252	0.120403237	
LOC5573696	0.120403237	
LOC5573958	0.120403237	
LOC5569815	0.120403237	
LOC110679322	0.120403237	
LOC5572524	0.120403237	
LOC5572232	0.120403237	
LOC5571088	0.120403237	
LOC110678446	0.120403237	
LOC5569658	0.120403237	
LOC110678899	0.120403237	
LOC110679640	0.120403237	
LOC5571005	0.120403237	
LOC5580235	0.120403237	
LOC5565727	0.120403237	
LOC5567209	0.120403237	
LOC5571209	0.120403237	
LOC110679636	0.120403237	
LOC5564134	0.120403237	
LOC5568592	0.120403237	
LOC23687723	0.120403237	
LOC110680382	0.120403237	
LOC110680825	0.120403237	
LOC110681198	0.120403237	
Ir108	0.120403237	
Gr80	0.120403237	
LOC110674767	0.120261252	
LOC110674795	0.120261252	
LOC110674132	0.120261252	
LOC5570763	0.120261252	
LOC110673991	0.120261252	
LOC5565071	0.120261252	
LOC5565262	0.120261252	
LOC110679848	0.120261252	
LOC5567781	0.120261252	
LOC5577526	0.120261252	
LOC5570401	0.120261252	
LOC110674326	0.120261252	
LOC5565588	0.120261252	
LOC110674343	0.120261252	
LOC5566144	0.120261252	
LOC110675270	0.120261252	
LOC5571445	0.120261252	
LOC5565099	0.120261252	
LOC110676730	0.120261252	
LOC5570086	0.120261252	
LOC5571826	0.120261252	
LOC5572764	0.120261252	
LOC5563841	0.120261252	
LOC110675968	0.120261252	
LOC5568132	0.120261252	
LOC5572634	0.120261252	
LOC5574830	0.120261252	
LOC110676498	0.120261252	
LOC110676532	0.120261252	
LOC110675647	0.120261252	
LOC110676683	0.120261252	
LOC5577209	0.120261252	
LOC110676868	0.120261252	
LOC5575561	0.120261252	
LOC110677124	0.120261252	
LOC5565831	0.120261252	
LOC5575671	0.120261252	
LOC5568426	0.120261252	
LOC5575100	0.120261252	
LOC5567554	0.120261252	
LOC5575034	0.120261252	
LOC110677649	0.120261252	
LOC5573570	0.120261252	
LOC5578556	0.120261252	
LOC110678937	0.120261252	
LOC5572988	0.120261252	
LOC5567942	0.120261252	
LOC5574555	0.120261252	
LOC5566301	0.120261252	
LOC5566066	0.120261252	
LOC5573261	0.120261252	
LOC5566548	0.120261252	
LOC110679169	0.120261252	
LOC5571611	0.120261252	
LOC5572425	0.120261252	
LOC110680560	0.120261252	
LOC110680583	0.120261252	
LOC110680914	0.120261252	
LOC110681252	0.120261252	
Or117	0.120261252	
Or43	0.120261252	
LOC110674710	0.120119267	
LOC110675634	0.120119267	
LOC110677101	0.120119267	
LOC5564058	0.120119267	
LOC110681499	0.120119267	
LOC110675378	0.120119267	
LOC110675517	0.120119267	
LOC110675561	0.120119267	
LOC110677241	0.120119267	
LOC110675099	0.120119267	
LOC110675269	0.120119267	
LOC5564472	0.120119267	
LOC5569587	0.120119267	
LOC5572200	0.120119267	
LOC5577796	0.120119267	
LOC110676236	0.120119267	
LOC5574469	0.120119267	
LOC110676394	0.120119267	
LOC5574635	0.120119267	
LOC110676547	0.120119267	
LOC110675684	0.120119267	
LOC110675686	0.120119267	
LOC5571641	0.120119267	
LOC110675845	0.120119267	
LOC5570818	0.120119267	
LOC5575163	0.120119267	
LOC5569439	0.120119267	
LOC110676957	0.120119267	
LOC5564852	0.120119267	
LOC5567996	0.120119267	
LOC110678927	0.120119267	
LOC110679303	0.120119267	
LOC110679305	0.120119267	
LOC110679576	0.120119267	
LOC5564654	0.120119267	
LOC5570967	0.120119267	
LOC110677684	0.120119267	
LOC5568640	0.120119267	
LOC5573587	0.120119267	
LOC5578551	0.120119267	
LOC5575342	0.120119267	
LOC5575254	0.120119267	
LOC5571925	0.120119267	
LOC5568965	0.120119267	
LOC110681185	0.120119267	
Or34	0.120119267	
Or118	0.120119267	
LOC110674347	0.119977282	
LOC5580062	0.119977282	
LOC110674131	0.119977282	
LOC5573526	0.119977282	
LOC5569752	0.119977282	
LOC5569556	0.119977282	
LOC5576484	0.119977282	
LOC5571562	0.119977282	
LOC5573869	0.119977282	
LOC110674576	0.119977282	
LOC5572338	0.119977282	
LOC5580179	0.119977282	
LOC110674628	0.119977282	
LOC110674045	0.119977282	
LOC5564494	0.119977282	
LOC110674119	0.119977282	
LOC5569686	0.119977282	
LOC5568360	0.119977282	
LOC110675310	0.119977282	
LOC110675532	0.119977282	
LOC5573777	0.119977282	
LOC5578401	0.119977282	
LOC5564470	0.119977282	
LOC5572489	0.119977282	
LOC5569606	0.119977282	
LOC5572227	0.119977282	
LOC5572876	0.119977282	
LOC5565772	0.119977282	
LOC5569333	0.119977282	
LOC5565864	0.119977282	
LOC5569048	0.119977282	
LOC110676962	0.119977282	
LOC5573901	0.119977282	
LOC5566999	0.119977282	
LOC5565842	0.119977282	
LOC5568179	0.119977282	
LOC5571899	0.119977282	
LOC5578640	0.119977282	
LOC5571228	0.119977282	
LOC5567398	0.119977282	
LOC5575031	0.119977282	
LOC110677987	0.119977282	
LOC110678299	0.119977282	
LOC110677977	0.119977282	
LOC110679249	0.119977282	
LOC5568028	0.119977282	
LOC110679855	0.119977282	
LOC110678169	0.119977282	
LOC5575279	0.119977282	
LOC5564745	0.119977282	
LOC5571924	0.119977282	
LOC110679455	0.119977282	
LOC5567900	0.119977282	
LOC110679625	0.119977282	
LOC5573233	0.119977282	
LOC110680491	0.119977282	
LOC110680917	0.119977282	
LOC110681137	0.119977282	
LOC110681148	0.119977282	
LOC110681304	0.119977282	
LOC110681358	0.119977282	
LOC5567627	0.119977282	
Or93	0.119977282	
MT-AaegL5-0439288	0.119977282	
LOC5575832	0.119835297	
LOC110677666	0.119835297	
LOC5563946	0.119835297	
LOC5575292	0.119835297	
LOC110678254	0.119835297	
LOC5572778	0.119835297	
LOC110679603	0.119835297	
LOC110674002	0.119835297	
LOC110679845	0.119835297	
LOC5563570	0.119835297	
LOC5576794	0.119835297	
LOC110675273	0.119835297	
LOC110676340	0.119835297	
LOC110675122	0.119835297	
LOC110675980	0.119835297	
LOC5569166	0.119835297	
LOC5573298	0.119835297	
LOC110675489	0.119835297	
LOC5578156	0.119835297	
LOC5569507	0.119835297	
LOC5567455	0.119835297	
LOC5573119	0.119835297	
LOC110677674	0.119835297	
LOC110679859	0.119835297	
LOC5572242	0.119835297	
LOC110677639	0.119835297	
LOC5576699	0.119835297	
LOC5567672	0.119835297	
LOC5578002	0.119835297	
LOC110678093	0.119835297	
LOC110678610	0.119835297	
LOC5571468	0.119835297	
LOC5564891	0.119835297	
LOC5569941	0.119835297	
LOC5569647	0.119835297	
LOC110677685	0.119835297	
LOC110679426	0.119835297	
LOC110679027	0.119835297	
LOC5572999	0.119835297	
LOC110678148	0.119835297	
LOC5574600	0.119835297	
LOC110678311	0.119835297	
LOC5574173	0.119835297	
LOC110679463	0.119835297	
LOC5567887	0.119835297	
LOC5568577	0.119835297	
LOC110680483	0.119835297	
LOC5567134	0.119835297	
LOC5573519	0.119693313	
LOC110674047	0.119693313	
LOC110674737	0.119693313	
LOC5567041	0.119693313	
LOC110678164	0.119693313	
LOC5566095	0.119693313	
LOC5577400	0.119693313	
LOC5567079	0.119693313	
LOC110674096	0.119693313	
LOC110674177	0.119693313	
LOC110674698	0.119693313	
LOC5572612	0.119693313	
LOC5574092	0.119693313	
LOC23687462	0.119693313	
LOC110675852	0.119693313	
LOC110675265	0.119693313	
LOC110675958	0.119693313	
LOC5563748	0.119693313	
LOC5572198	0.119693313	
LOC110676295	0.119693313	
LOC5578855	0.119693313	
LOC5566072	0.119693313	
LOC110675181	0.119693313	
LOC5571667	0.119693313	
LOC110676689	0.119693313	
LOC5573848	0.119693313	
LOC110676767	0.119693313	
LOC5565320	0.119693313	
LOC110677000	0.119693313	
LOC5569872	0.119693313	
LOC5575550	0.119693313	
LOC110679444	0.119693313	
LOC110679148	0.119693313	
LOC110677727	0.119693313	
LOC110678096	0.119693313	
LOC5577046	0.119693313	
LOC110679214	0.119693313	
LOC110678731	0.119693313	
LOC5570797	0.119693313	
LOC110679428	0.119693313	
LOC5575330	0.119693313	
LOC5579661	0.119693313	
LOC5571009	0.119693313	
LOC110677767	0.119693313	
LOC5571033	0.119693313	
LOC110679044	0.119693313	
LOC110679608	0.119693313	
LOC110680562	0.119693313	
LOC110680574	0.119693313	
LOC110680781	0.119693313	
LOC110681130	0.119693313	
LOC110681136	0.119693313	
LOC110681211	0.119693313	
LOC5569790	0.119693313	
LOC110681335	0.119693313	
Or99	0.119693313	
Gr26	0.119693313	
LOC5569476	0.119551328	
LOC110674771	0.119551328	
LOC5577047	0.119551328	
LOC5569198	0.119551328	
LOC110674791	0.119551328	
LOC5578631	0.119551328	
LOC5566746	0.119551328	
LOC5564409	0.119551328	
LOC110678180	0.119551328	
LOC110678431	0.119551328	
LOC110674538	0.119551328	
LOC110679030	0.119551328	
LOC110674182	0.119551328	
LOC110675358	0.119551328	
LOC5571766	0.119551328	
LOC5570671	0.119551328	
LOC110675519	0.119551328	
LOC5577555	0.119551328	
LOC5577572	0.119551328	
LOC110675797	0.119551328	
LOC110675811	0.119551328	
LOC5563744	0.119551328	
LOC110676278	0.119551328	
LOC110676426	0.119551328	
LOC110676471	0.119551328	
LOC110676519	0.119551328	
LOC5576430	0.119551328	
LOC110676760	0.119551328	
LOC110676762	0.119551328	
LOC23687506	0.119551328	
LOC5566670	0.119551328	
LOC5575209	0.119551328	
LOC5566649	0.119551328	
LOC5565198	0.119551328	
LOC5571855	0.119551328	
LOC5572052	0.119551328	
LOC5565896	0.119551328	
LOC5565917	0.119551328	
LOC5571889	0.119551328	
LOC110678079	0.119551328	
LOC110679652	0.119551328	
LOC5579918	0.119551328	
LOC5570968	0.119551328	
LOC110678472	0.119551328	
LOC5572315	0.119551328	
LOC5563976	0.119551328	
LOC110678926	0.119551328	
LOC5579952	0.119551328	
LOC5578548	0.119551328	
LOC110678688	0.119551328	
LOC110679708	0.119551328	
LOC110678470	0.119551328	
LOC5575218	0.119551328	
LOC5563818	0.119551328	
LOC5563997	0.119551328	
LOC5577757	0.119551328	
LOC5564591	0.119551328	
LOC5574200	0.119551328	
LOC5567903	0.119551328	
LOC5567897	0.119551328	
LOC5567885	0.119551328	
LOC110680300	0.119551328	
LOC5572783	0.119551328	
LOC110681002	0.119551328	
LOC110681156	0.119551328	
LOC5577523	0.119551328	
Or76	0.119551328	
Gr63	0.119551328	
Gr31	0.119551328	
Or24	0.119551328	
LOC110674780	0.119409343	
LOC110674180	0.119409343	
LOC5578999	0.119409343	
LOC110679546	0.119409343	
LOC5569753	0.119409343	
LOC5571509	0.119409343	
LOC5565134	0.119409343	
LOC5580306	0.119409343	
LOC110681526	0.119409343	
LOC5563844	0.119409343	
LOC5565617	0.119409343	
LOC5565604	0.119409343	
LOC23687423	0.119409343	
LOC5566137	0.119409343	
LOC110675419	0.119409343	
LOC5577070	0.119409343	
LOC5570522	0.119409343	
LOC110675874	0.119409343	
LOC110675903	0.119409343	
LOC110676204	0.119409343	
LOC110676222	0.119409343	
LOC23687491	0.119409343	
LOC110676380	0.119409343	
LOC23687710	0.119409343	
LOC110675658	0.119409343	
LOC5571650	0.119409343	
LOC5572433	0.119409343	
LOC5577898	0.119409343	
LOC5578923	0.119409343	
LOC110677163	0.119409343	
LOC110677212	0.119409343	
LOC110678425	0.119409343	
LOC5570779	0.119409343	
LOC5567525	0.119409343	
LOC5563575	0.119409343	
LOC5563637	0.119409343	
LOC23687635	0.119409343	
LOC5575303	0.119409343	
LOC110677782	0.119409343	
LOC110677708	0.119409343	
LOC110678577	0.119409343	
LOC110677652	0.119409343	
LOC110678713	0.119409343	
LOC5566320	0.119409343	
LOC5575467	0.119409343	
LOC5567199	0.119409343	
LOC5578115	0.119409343	
LOC110680647	0.119409343	
LOC110680778	0.119409343	
LOC110674738	0.119267358	
LOC5564686	0.119267358	
LOC110676331	0.119267358	
LOC110676660	0.119267358	
LOC110674477	0.119267358	
LOC110677824	0.119267358	
LOC110677985	0.119267358	
LOC110679283	0.119267358	
LOC5575603	0.119267358	
LOC5579959	0.119267358	
LOC110674226	0.119267358	
LOC5571760	0.119267358	
LOC23687540	0.119267358	
LOC5568294	0.119267358	
LOC5565243	0.119267358	
LOC5576181	0.119267358	
LOC5577894	0.119267358	
LOC5574339	0.119267358	
LOC23687973	0.119267358	
LOC110676432	0.119267358	
LOC5567312	0.119267358	
LOC5570822	0.119267358	
LOC5577300	0.119267358	
LOC110676967	0.119267358	
LOC5573117	0.119267358	
LOC5572053	0.119267358	
LOC5569816	0.119267358	
LOC5568044	0.119267358	
LOC5575400	0.119267358	
LOC5575638	0.119267358	
LOC5567542	0.119267358	
LOC110679111	0.119267358	
LOC110678737	0.119267358	
LOC5573051	0.119267358	
LOC5578475	0.119267358	
LOC5578553	0.119267358	
LOC5574445	0.119267358	
LOC5564790	0.119267358	
LOC5565205	0.119267358	
LOC110679493	0.119267358	
LOC5569533	0.119267358	
LOC5575337	0.119267358	
LOC110678347	0.119267358	
LOC5568715	0.119267358	
LOC5567430	0.119267358	
LOC5578352	0.119267358	
LOC110679684	0.119267358	
LOC5568265	0.119267358	
LOC5579928	0.119267358	
LOC110678385	0.119267358	
LOC5574188	0.119267358	
LOC110678812	0.119267358	
LOC5569727	0.119267358	
LOC110679880	0.119267358	
LOC110680452	0.119267358	
LOC5564253	0.119267358	
LOC23687736	0.119267358	
Ir41e	0.119267358	
LOC110674720	0.119125373	
LOC110675614	0.119125373	
LOC5573522	0.119125373	
LOC5570094	0.119125373	
LOC5566037	0.119125373	
LOC5565272	0.119125373	
LOC110674579	0.119125373	
LOC110674580	0.119125373	
LOC5577700	0.119125373	
LOC5564376	0.119125373	
LOC110674058	0.119125373	
LOC110674329	0.119125373	
LOC5576391	0.119125373	
LOC110674124	0.119125373	
LOC110674208	0.119125373	
LOC5579989	0.119125373	
LOC110675121	0.119125373	
LOC110676063	0.119125373	
LOC5574154	0.119125373	
LOC5565790	0.119125373	
LOC110676254	0.119125373	
LOC5575710	0.119125373	
LOC5576382	0.119125373	
LOC110676467	0.119125373	
LOC110676494	0.119125373	
LOC5571671	0.119125373	
LOC5578761	0.119125373	
LOC110676831	0.119125373	
LOC5572453	0.119125373	
LOC5575523	0.119125373	
LOC110676074	0.119125373	
LOC110677207	0.119125373	
LOC110678858	0.119125373	
LOC110679075	0.119125373	
LOC110679217	0.119125373	
LOC5563591	0.119125373	
LOC5575417	0.119125373	
LOC110677651	0.119125373	
LOC110678375	0.119125373	
LOC5569662	0.119125373	
LOC110678952	0.119125373	
LOC5571754	0.119125373	
LOC110678141	0.119125373	
LOC5579848	0.119125373	
LOC5571179	0.119125373	
LOC5579662	0.119125373	
LOC110677978	0.119125373	
LOC5577771	0.119125373	
LOC5564749	0.119125373	
LOC110678873	0.119125373	
LOC5571916	0.119125373	
LOC110679623	0.119125373	
LOC110680730	0.119125373	
LOC110680927	0.119125373	
LOC110681390	0.119125373	
LOC5572337	0.119125373	
LOC110681452	0.119125373	
LOC5574717	0.118983388	
LOC110674842	0.118983388	
LOC110674840	0.118983388	
LOC5569933	0.118983388	
LOC110674870	0.118983388	
LOC110674400	0.118983388	
LOC5564397	0.118983388	
LOC5576555	0.118983388	
LOC5570061	0.118983388	
LOC110678341	0.118983388	
LOC110679142	0.118983388	
LOC5575876	0.118983388	
LOC5572734	0.118983388	
LOC5563593	0.118983388	
LOC5576723	0.118983388	
LOC5568980	0.118983388	
LOC5571446	0.118983388	
LOC5571282	0.118983388	
LOC5571275	0.118983388	
LOC110675433	0.118983388	
LOC5572879	0.118983388	
LOC110675448	0.118983388	
LOC5570510	0.118983388	
LOC5566292	0.118983388	
LOC5566334	0.118983388	
LOC110675709	0.118983388	
LOC110675313	0.118983388	
LOC110675997	0.118983388	
LOC5571188	0.118983388	
LOC5577708	0.118983388	
LOC110676044	0.118983388	
LOC110675391	0.118983388	
LOC5573276	0.118983388	
LOC110676269	0.118983388	
LOC110676465	0.118983388	
LOC5567653	0.118983388	
LOC5572930	0.118983388	
LOC5572645	0.118983388	
LOC5566988	0.118983388	
LOC5578773	0.118983388	
LOC110675763	0.118983388	
LOC110676935	0.118983388	
LOC5566809	0.118983388	
LOC5577547	0.118983388	
LOC5571538	0.118983388	
LOC5571524	0.118983388	
LOC5573932	0.118983388	
LOC110676055	0.118983388	
LOC5575379	0.118983388	
LOC110678855	0.118983388	
LOC110678776	0.118983388	
LOC5568048	0.118983388	
LOC5569401	0.118983388	
LOC5579916	0.118983388	
LOC5569950	0.118983388	
LOC5564267	0.118983388	
LOC5577450	0.118983388	
LOC5570161	0.118983388	
LOC110679416	0.118983388	
LOC5575806	0.118983388	
LOC23687921	0.118983388	
LOC110679628	0.118983388	
LOC5574139	0.118983388	
LOC110679110	0.118983388	
LOC110678049	0.118983388	
LOC110679229	0.118983388	
LOC110679599	0.118983388	
LOC5570049	0.118983388	
LOC110679157	0.118983388	
LOC5567950	0.118983388	
LOC5574552	0.118983388	
LOC5578332	0.118983388	
LOC5573751	0.118983388	
LOC110677831	0.118983388	
LOC5577084	0.118983388	
LOC110679186	0.118983388	
LOC110679671	0.118983388	
LOC110680442	0.118983388	
LOC110680455	0.118983388	
LOC5564474	0.118983388	
LOC110680966	0.118983388	
Ir40a	0.118983388	
Or92	0.118983388	
LOC110674713	0.118841403	
LOC5576537	0.118841403	
LOC110674785	0.118841403	
LOC110674809	0.118841403	
LOC5573521	0.118841403	
LOC5568406	0.118841403	
LOC5568409	0.118841403	
LOC110676902	0.118841403	
LOC110678289	0.118841403	
LOC5570292	0.118841403	
LOC110679332	0.118841403	
LOC5574597	0.118841403	
LOC5566780	0.118841403	
LOC5567829	0.118841403	
LOC5577128	0.118841403	
LOC5579244	0.118841403	
LOC5573311	0.118841403	
LOC5573333	0.118841403	
LOC5573438	0.118841403	
LOC5565597	0.118841403	
LOC110674173	0.118841403	
LOC110675286	0.118841403	
LOC110675322	0.118841403	
LOC5575743	0.118841403	
LOC5579460	0.118841403	
LOC5569901	0.118841403	
LOC110677276	0.118841403	
LOC110675103	0.118841403	
LOC110675908	0.118841403	
LOC5564450	0.118841403	
LOC5564473	0.118841403	
LOC5564263	0.118841403	
LOC5577142	0.118841403	
LOC5566083	0.118841403	
LOC110676367	0.118841403	
LOC110676453	0.118841403	
LOC5580250	0.118841403	
LOC5570933	0.118841403	
LOC110676493	0.118841403	
LOC5565375	0.118841403	
LOC110676661	0.118841403	
LOC110676707	0.118841403	
LOC110675750	0.118841403	
LOC110675753	0.118841403	
LOC110676786	0.118841403	
LOC110676799	0.118841403	
LOC110676951	0.118841403	
LOC5573697	0.118841403	
LOC5571539	0.118841403	
LOC110677087	0.118841403	
LOC110679700	0.118841403	
LOC5570218	0.118841403	
LOC5576659	0.118841403	
LOC110678847	0.118841403	
LOC23687769	0.118841403	
LOC5579336	0.118841403	
LOC5563627	0.118841403	
LOC5566726	0.118841403	
LOC110677892	0.118841403	
LOC110678582	0.118841403	
LOC110677822	0.118841403	
LOC110679335	0.118841403	
LOC110679247	0.118841403	
LOC110677937	0.118841403	
LOC110678007	0.118841403	
LOC5578116	0.118841403	
LOC5564751	0.118841403	
LOC110678272	0.118841403	
LOC110679578	0.118841403	
LOC5569746	0.118841403	
LOC110680195	0.118841403	
LOC110680948	0.118841403	
LOC110681024	0.118841403	
LOC110681472	0.118841403	
Ir41g	0.118841403	
LOC110674728	0.118699418	
LOC110674846	0.118699418	
LOC5579016	0.118699418	
LOC110681577	0.118699418	
LOC110676174	0.118699418	
LOC5571570	0.118699418	
LOC110678740	0.118699418	
LOC5575730	0.118699418	
LOC5577660	0.118699418	
LOC110675342	0.118699418	
LOC110675357	0.118699418	
LOC5569895	0.118699418	
LOC5565674	0.118699418	
LOC5565748	0.118699418	
LOC5573423	0.118699418	
LOC110675988	0.118699418	
LOC110676009	0.118699418	
LOC5574004	0.118699418	
LOC5573679	0.118699418	
LOC110676083	0.118699418	
LOC5564245	0.118699418	
LOC5569588	0.118699418	
LOC23687757	0.118699418	
LOC5577131	0.118699418	
LOC110676363	0.118699418	
LOC110675556	0.118699418	
LOC110675558	0.118699418	
LOC110676525	0.118699418	
LOC110675212	0.118699418	
LOC5578874	0.118699418	
LOC5564389	0.118699418	
LOC110676903	0.118699418	
LOC110675215	0.118699418	
LOC110675229	0.118699418	
LOC5572555	0.118699418	
LOC110678766	0.118699418	
LOC110678946	0.118699418	
LOC5576777	0.118699418	
LOC5568221	0.118699418	
LOC110678774	0.118699418	
LOC110678972	0.118699418	
LOC5573609	0.118699418	
LOC110677732	0.118699418	
LOC110679667	0.118699418	
LOC110678430	0.118699418	
LOC110679417	0.118699418	
LOC5576224	0.118699418	
LOC5579666	0.118699418	
LOC5576703	0.118699418	
LOC5576073	0.118699418	
