Locus	Prop. Matching Expression with Dsc1	Gene
LOC5572937	0.258980548	
LOC5571437	0.258838563	
LOC5579966	0.258838563	
LOC5571444	0.258838563	
LOC5567988	0.258838563	
LOC110673977	0.258696578	
LOC5567999	0.258696578	
LOC5578987	0.258554593	
LOC5578171	0.258412608	
Or87	0.258412608	
LOC5566477	0.258270623	
LOC5576745	0.258270623	
LOC110677860	0.258270623	
LOC5573381	0.258128638	
LOC5575492	0.258128638	
LOC23687618	0.257986653	
LOC5570924	0.257986653	
LOC5575298	0.257986653	
LOC5573954	0.257986653	
LOC5566652	0.257844668	
LOC5579187	0.257844668	
LOC5568314	0.257702684	
LOC5569631	0.257702684	
LOC5564378	0.257560699	
LOC5568452	0.257560699	
LOC5577362	0.257276729	
LOC5566716	0.257134744	
LOC5573047	0.256992759	
LOC5566388	0.256850774	
LOC5563664	0.256708789	
LOC5570327	0.256708789	
LOC5574739	0.256708789	
LOC5566377	0.256566804	
LOC5578360	0.256424819	
LOC5575046	0.256424819	
LOC5568516	0.256282834	
LOC5577094	0.256282834	
LOC5564404	0.256140849	
LOC5565549	0.256140849	
LOC5567698	0.256140849	
LOC5568960	0.256140849	
LOC5576134	0.255856879	
LOC5575448	0.255856879	
LOC5564492	0.255856879	
LOC5571074	0.255856879	
LOC5578753	0.255714894	
LOC5567150	0.255714894	
LOC23687402	0.255430924	
LOC5571215	0.255430924	
LOC5570616	0.255430924	
LOC23687495	0.255288939	
LOC5572556	0.255288939	
LOC5578675	0.255146954	
LOC5567476	0.255146954	
LOC5574644	0.255004969	
LOC5565890	0.254721	
LOC5573737	0.254721	
LOC5571763	0.254579015	
LOC5573778	0.25443703	
LOC5576045	0.25443703	
LOC5569591	0.254295045	
LOC5565771	0.254295045	
LOC5569408	0.25386909	
LOC5574705	0.25386909	
LOC5569590	0.25386909	
LOC5567451	0.253727105	
LOC5574477	0.25358512	
LOC5571127	0.25358512	
LOC110677739	0.253443135	
LOC5565885	0.25330115	
LOC5579797	0.25330115	
LOC110676020	0.253159165	
LOC5573380	0.253159165	
LOC5575986	0.25301718	
LOC5566471	0.25301718	
LOC5571274	0.252875195	
LOC5573318	0.25273321	
LOC110676548	0.25273321	
LOC5572466	0.25273321	
LOC5567640	0.25273321	
LOC5574742	0.252591225	
LOC5568859	0.252591225	
LOC110681191	0.25244924	
LOC5567582	0.25244924	
LOC5573409	0.252307255	
LOC5566522	0.252307255	
LOC5568568	0.252307255	
LOC5572255	0.252307255	
LOC5577803	0.25216527	
LOC5567254	0.25216527	
LOC5578431	0.25216527	
LOC110674709	0.252023286	
LOC5570333	0.252023286	
LOC5570048	0.252023286	
LOC5578281	0.251881301	
LOC5569388	0.251881301	
LOC5572730	0.251739316	
LOC5571407	0.251739316	
LOC110677878	0.251739316	
LOC5567899	0.251739316	
LOC110680493	0.251739316	
LOC5577938	0.251597331	
LOC5574285	0.251597331	
LOC5579186	0.251597331	
LOC5572287	0.251455346	
LOC110674150	0.251313361	
LOC5572074	0.251171376	
LOC5579818	0.251029391	
LOC5569056	0.251029391	
LOC5568475	0.251029391	
LOC5578234	0.251029391	
LOC5569184	0.251029391	
LOC5565848	0.251029391	
LOC5579488	0.250887406	
LOC5569945	0.250745421	
LOC110676921	0.250603436	
LOC5568090	0.250461451	
LOC5578218	0.250177481	
LOC5572571	0.250035496	
LOC5574683	0.249893511	
LOC5576279	0.249893511	
LOC5573135	0.249893511	
LOC5575899	0.249751526	
LOC5568941	0.249751526	
LOC5575590	0.249751526	
LOC5564407	0.249609541	
LOC5567586	0.249609541	
LOC5575216	0.249467556	
LOC5570507	0.249325571	
LOC5571500	0.249183587	
LOC5577114	0.249183587	
LOC5571497	0.249041602	
LOC110674032	0.248899617	
LOC5563721	0.248899617	
LOC5577036	0.248899617	
LOC110678401	0.248757632	
LOC5567152	0.248615647	
LOC110681159	0.248615647	
LOC5565765	0.248473662	
LOC5575737	0.248331677	
LOC5577574	0.248331677	
LOC5565620	0.248331677	
LOC5568450	0.248331677	
LOC5569672	0.248189692	
LOC110676086	0.248189692	
LOC5571609	0.248189692	
LOC5577802	0.248047707	
LOC5569124	0.247905722	
LOC5575190	0.247905722	
LOC5564197	0.247763737	
LOC5569072	0.247763737	
LOC5566046	0.247621752	
LOC5569083	0.247479767	
LOC5570013	0.247479767	
LOC5573222	0.247337782	
LOC5565405	0.247195797	
LOC5567268	0.247053812	
LOC5563947	0.246911827	
LOC5575726	0.246911827	
LOC5567571	0.246627857	
LOC5570322	0.246627857	
LOC5569392	0.246627857	
LOC5571056	0.246485872	
LOC110677185	0.246343888	
LOC5575670	0.246343888	
LOC5569778	0.246343888	
LOC5576059	0.246201903	
LOC5567649	0.246201903	
LOC5578946	0.246201903	
LOC5570858	0.246059918	
LOC5572476	0.246059918	
LOC5569620	0.245917933	
LOC5565212	0.245775948	
LOC5564720	0.245775948	
LOC5574016	0.245633963	
LOC5570676	0.245633963	
LOC5564341	0.245633963	
LOC5578906	0.245633963	
LOC5565148	0.245349993	
LOC5574901	0.245349993	
LOC5579058	0.245349993	
LOC5569975	0.245349993	
LOC5578090	0.245349993	
LOC5571284	0.245208008	
LOC5576635	0.245066023	
LOC5576107	0.244924038	
LOC5577545	0.244924038	
LOC5567335	0.244924038	
LOC5564418	0.244782053	
LOC5565167	0.244782053	
LOC5571302	0.244640068	
LOC5567928	0.244640068	
LOC23687683	0.244640068	
LOC5564892	0.244640068	
LOC5565704	0.244498083	
LOC5563714	0.244498083	
LOC5574640	0.244498083	
LOC110680755	0.244498083	
LOC5576877	0.244356098	
LOC5579878	0.244356098	
LOC5567588	0.244356098	
LOC5578550	0.244356098	
LOC5580108	0.244214113	
LOC5567085	0.244214113	
LOC5574115	0.244214113	
LOC5576238	0.244214113	
LOC5570880	0.244072128	
LOC5577381	0.243930143	
LOC5571124	0.243930143	
LOC5576076	0.243788158	
LOC5577049	0.243788158	
LOC23687980	0.243788158	
LOC5575936	0.243788158	
LOC5563869	0.243788158	
LOC5567541	0.243646174	
LOC5570884	0.243646174	
LOC5564056	0.243504189	
LOC5564953	0.243504189	
LOC5570954	0.243504189	
LOC5570914	0.243362204	
LOC5564334	0.243220219	
LOC5568519	0.243220219	
LOC5570208	0.243078234	
LOC5577187	0.242936249	
LOC5570315	0.242936249	
LOC110677921	0.242936249	
LOC5571904	0.242936249	
LOC5570806	0.242794264	
LOC110676950	0.242652279	
LOC5568566	0.242652279	
LOC5577953	0.242510294	
LOC5580009	0.242510294	
LOC110675957	0.242510294	
LOC5576678	0.242368309	
LOC5566101	0.242226324	
LOC5575045	0.242226324	
LOC5575498	0.242084339	
LOC5573307	0.242084339	
LOC5564033	0.241942354	
LOC5567622	0.241942354	
LOC5573337	0.241800369	
LOC5566240	0.241658384	
LOC5578833	0.241658384	
LOC5579501	0.241658384	
LOC5568998	0.241658384	
LOC5579114	0.241658384	
LOC5564048	0.241516399	
LOC5574828	0.241516399	
LOC5574390	0.241516399	
LOC110674126	0.241374414	
LOC5577000	0.241232429	
LOC5571740	0.241232429	
LOC5571927	0.241232429	
LOC5570418	0.240948459	
LOC5576894	0.240948459	
LOC5572693	0.240948459	
LOC5573671	0.240948459	
LOC5577702	0.240806475	
LOC5575702	0.240806475	
LOC5574237	0.240806475	
LOC5569017	0.24066449	
LOC5576886	0.240522505	
LOC5571943	0.240522505	
LOC5572310	0.240522505	
LOC5576212	0.240522505	
LOC5579827	0.24038052	
LOC110674318	0.24038052	
LOC5572457	0.24038052	
LOC5575223	0.24038052	
LOC5579188	0.240238535	
LOC5578341	0.240238535	
LOC5573231	0.240238535	
LOC5578992	0.24009655	
LOC5568995	0.24009655	
LOC5567994	0.239954565	
LOC5565739	0.239954565	
LOC5567459	0.239954565	
LOC5570313	0.23981258	
LOC5575570	0.239670595	
LOC5570348	0.23952861	
LOC5573648	0.23952861	
LOC5566268	0.239386625	
LOC5578342	0.239386625	
LOC110677715	0.239386625	
LOC5565945	0.23924464	
LOC23687653	0.23924464	
LOC5575343	0.23924464	
LOC5568062	0.239102655	
LOC5573575	0.239102655	
LOC5574463	0.23896067	
LOC5578986	0.2386767	
LOC110676040	0.2386767	
LOC110679353	0.2386767	
LOC5566236	0.238534715	
LOC5578269	0.238534715	
LOC5571839	0.23839273	
LOC5576843	0.23839273	
LOC5574370	0.23839273	
LOC5572625	0.23839273	
LOC5573509	0.23839273	
LOC5573568	0.23839273	
LOC5572056	0.238250745	
LOC5573899	0.23810876	
LOC5564332	0.23810876	
LOC5571309	0.237966776	
LOC5565056	0.237966776	
LOC5576466	0.237824791	
LOC5569443	0.237824791	
LOC5570014	0.237824791	
LOC5567526	0.237682806	
LOC5575829	0.237540821	
LOC5572018	0.237540821	
LOC5568279	0.237256851	
LOC5573615	0.237256851	
LOC5566658	0.237114866	
LOC5569374	0.237114866	
LOC5580270	0.237114866	
LOC5574673	0.237114866	
LOC5569731	0.237114866	
LOC5569745	0.237114866	
LOC110677682	0.236972881	
LOC5564781	0.236972881	
LOC5572723	0.236830896	
LOC5566765	0.236404941	
LOC5569218	0.236262956	
LOC5573016	0.236262956	
LOC5564518	0.236262956	
LOC5577441	0.236120971	
LOC5565494	0.236120971	
LOC5572440	0.235978986	
LOC5571059	0.235978986	
LOC5564775	0.235978986	
LOC5571718	0.235837001	
LOC23687965	0.235837001	
LOC5573431	0.235695016	
LOC5564209	0.235695016	
LOC5568076	0.235695016	
LOC5568465	0.235553031	
LOC5577640	0.235553031	
LOC110674008	0.235411046	
LOC5566848	0.235411046	
LOC5576092	0.235411046	
LOC110680965	0.235411046	
LOC5568335	0.235269061	
LOC5571655	0.235269061	
LOC5572452	0.235269061	
LOC110678407	0.235269061	
LOC5573892	0.234985092	
LOC5567577	0.234985092	
LOC5566941	0.234843107	
LOC5573122	0.234843107	
LOC5578522	0.234701122	
LOC5568365	0.234559137	
LOC5572627	0.234417152	
LOC5577591	0.234275167	
LOC5572790	0.234275167	
LOC5565462	0.234275167	
LOC5575471	0.234133182	
LOC5565650	0.234133182	
LOC5574073	0.234133182	
LOC5570295	0.233991197	
LOC5577255	0.233991197	
LOC5568825	0.233991197	
LOC5574112	0.233849212	
LOC5569283	0.233849212	
LOC5570873	0.233707227	
LOC5573401	0.233707227	
LOC110678861	0.233707227	
LOC5568671	0.233707227	
LOC5580057	0.233565242	
LOC5575242	0.233565242	
LOC23687838	0.233423257	
LOC5572663	0.233281272	
LOC5572305	0.233281272	
LOC5576480	0.233139287	
LOC5580170	0.233139287	
LOC5576296	0.233139287	
LOC5564767	0.233139287	
LOC110676224	0.232997302	
LOC5571076	0.232855317	
LOC5571926	0.232855317	
LOC5576353	0.232713332	
LOC5569073	0.232713332	
LOC5575411	0.232713332	
LOC5579472	0.232571347	
LOC23687848	0.232571347	
LOC5573492	0.232571347	
LOC5565271	0.232429362	
LOC5574641	0.232429362	
LOC5573625	0.232429362	
LOC5578828	0.232287378	
LOC5577119	0.232287378	
LOC5576380	0.232287378	
LOC5566951	0.232287378	
LOC110681055	0.232287378	
LOC5580070	0.232145393	
LOC5568223	0.232145393	
LOC5577220	0.232145393	
LOC5564117	0.232145393	
LOC23687857	0.232003408	
LOC5580309	0.232003408	
LOC110680809	0.232003408	
LOC5574020	0.231861423	
LOC5570698	0.231861423	
LOC5578895	0.231861423	
LOC5573223	0.231861423	
LOC5564100	0.231719438	
LOC5572689	0.231719438	
LOC110680634	0.231719438	
LOC5570422	0.231577453	
LOC5569702	0.231577453	
LOC5568539	0.231435468	
LOC5571419	0.231435468	
LOC5569799	0.231435468	
LOC5575277	0.231009513	
LOC5572584	0.230867528	
LOC5565097	0.230867528	
LOC5568296	0.230867528	
LOC5577966	0.230725543	
LOC5571261	0.230583558	
LOC23687584	0.230583558	
LOC5570650	0.230441573	
LOC5564189	0.230441573	
LOC5579300	0.230441573	
LOC5565954	0.230299588	
LOC5578933	0.230299588	
LOC5565385	0.230157603	
LOC5563592	0.230157603	
LOC5564106	0.230157603	
LOC5566025	0.230015618	
LOC5564784	0.230015618	
LOC5577482	0.230015618	
LOC5575022	0.229873633	
LOC5574917	0.229873633	
LOC5566454	0.229873633	
LOC5566520	0.229873633	
LOC5565500	0.229873633	
LOC5565612	0.229731648	
LOC110676422	0.229731648	
LOC5567591	0.229731648	
LOC5577948	0.229731648	
LOC5568521	0.229731648	
LOC110681571	0.229589663	
LOC110675993	0.229589663	
LOC5576042	0.229447679	
LOC5576420	0.229447679	
LOC5569473	0.229305694	
LOC5574483	0.229305694	
LOC5576470	0.229163709	
LOC5567018	0.229163709	
LOC5571104	0.229163709	
LOC5575746	0.228879739	
LOC110674314	0.228737754	
LOC5577568	0.228737754	
LOC5573545	0.228737754	
LOC5578973	0.228453784	
LOC5574781	0.228453784	
LOC5566249	0.228311799	
LOC5570619	0.228169814	
LOC5570433	0.228169814	
LOC5576462	0.228027829	
LOC5572567	0.228027829	
LOC5571684	0.227885844	
LOC5565693	0.227885844	
LOC5571168	0.227885844	
LOC5569138	0.227885844	
LOC110674761	0.227743859	
LOC5580096	0.227743859	
LOC5573543	0.227743859	
LOC5574042	0.227743859	
LOC5573074	0.227743859	
LOC5574114	0.227601874	
LOC5565782	0.227601874	
LOC5576849	0.227459889	
LOC5568014	0.227459889	
LOC5573221	0.227459889	
LOC5570125	0.227317904	
LOC5576901	0.227317904	
LOC5566370	0.227175919	
LOC5577991	0.227175919	
LOC5574420	0.227033934	
LOC5566075	0.227033934	
LOC5566357	0.227033934	
LOC5565891	0.227033934	
LOC5572247	0.227033934	
LOC5580068	0.226891949	
LOC5579030	0.226891949	
LOC5575500	0.226891949	
LOC5574921	0.226749965	
LOC5569604	0.226749965	
LOC5578793	0.226749965	
LOC5570137	0.22660798	
LOC5568209	0.22660798	
LOC5571303	0.226465995	
LOC5572105	0.226465995	
LOC5571183	0.226465995	
LOC5576782	0.226465995	
LOC5572482	0.226465995	
LOC5568423	0.22632401	
LOC5564571	0.226182025	
LOC5569551	0.226182025	
LOC5574983	0.226182025	
LOC5578168	0.226182025	
LOC5574228	0.226182025	
LOC5574380	0.226182025	
LOC5574874	0.226182025	
LOC110675390	0.22604004	
LOC110675667	0.22604004	
LOC5574452	0.22604004	
LOC5567864	0.22604004	
LOC5565820	0.22604004	
LOC5578554	0.22604004	
LOC5579527	0.22604004	
LOC5566553	0.22604004	
LOC5568514	0.225898055	
LOC5580054	0.22575607	
LOC5565237	0.22575607	
LOC5566593	0.22575607	
LOC23687425	0.225614085	
LOC5579419	0.225614085	
LOC5576299	0.2254721	
LOC5576206	0.2254721	
LOC5572700	0.225330115	
LOC5567695	0.225330115	
LOC5571738	0.225330115	
LOC5580042	0.225330115	
LOC5563582	0.225330115	
LOC5571688	0.22518813	
LOC5571936	0.22518813	
LOC5577430	0.22518813	
LOC5577228	0.22518813	
LOC5567509	0.225046145	
LOC5575422	0.225046145	
LOC5576008	0.22490416	
LOC5564023	0.22490416	
LOC5568482	0.224762175	
LOC5570730	0.224762175	
LOC5569185	0.224762175	
LOC5567008	0.22462019	
LOC5577233	0.22462019	
LOC5575210	0.224478205	
LOC110678010	0.224478205	
LOC5575423	0.224478205	
Ir41a	0.224478205	
LOC5570602	0.22433622	
LOC5573042	0.22433622	
LOC5570299	0.22433622	
LOC5566161	0.22433622	
LOC5573849	0.224194235	
LOC5567646	0.224194235	
LOC5564490	0.22405225	
LOC5577029	0.22405225	
LOC110675318	0.223910266	
LOC5570817	0.223910266	
LOC5564631	0.223768281	
LOC5574569	0.223626296	
LOC5564503	0.223626296	
LOC5567521	0.223626296	
LOC5569018	0.223484311	
LOC5577974	0.223484311	
LOC110676159	0.223342326	
LOC5574271	0.223342326	
LOC5563622	0.223342326	
Ir8a	0.223342326	
LOC5569685	0.223200341	
LOC5566136	0.223200341	
LOC5568083	0.223200341	
LOC5563827	0.223200341	
LOC23687740	0.223200341	
LOC5576069	0.223058356	
LOC5579101	0.223058356	
LOC5568675	0.222916371	
LOC23687518	0.222916371	
LOC5564217	0.222916371	
LOC5567898	0.222916371	
LOC5579467	0.222774386	
LOC5569573	0.222774386	
LOC5572795	0.222774386	
LOC5570233	0.222774386	
LOC5574518	0.222774386	
LOC5577375	0.222774386	
LOC5574178	0.222774386	
Or113	0.222774386	
LOC5566138	0.222490416	
LOC5565749	0.222490416	
LOC5565701	0.222490416	
LOC23687624	0.222348431	
LOC5564726	0.222348431	
LOC5574674	0.222348431	
LOC5568262	0.222348431	
LOC5566179	0.222206446	
LOC5565439	0.222206446	
LOC5573780	0.222064461	
LOC5567575	0.222064461	
LOC5575803	0.222064461	
LOC5577489	0.222064461	
LOC5575822	0.221922476	
LOC5571645	0.221922476	
LOC5570660	0.221922476	
LOC5565717	0.221780491	
LOC5565059	0.221638506	
LOC5567422	0.221638506	
LOC5567144	0.221638506	
LOC5573456	0.221638506	
LOC5568191	0.221638506	
LOC5575287	0.221496521	
LOC5568917	0.221496521	
LOC5574900	0.221496521	
LOC5577389	0.221496521	
LOC5575322	0.221354536	
LOC5571940	0.221212551	
LOC5571068	0.221212551	
LOC110678157	0.221070567	
LOC5567066	0.220928582	
LOC5563772	0.220928582	
LOC5573309	0.220786597	
LOC5569277	0.220786597	
LOC5571138	0.220786597	
LOC110677013	0.220786597	
LOC5567357	0.220786597	
LOC5571226	0.220644612	
LOC5568914	0.220644612	
LOC5566254	0.220644612	
LOC5568851	0.220644612	
LOC5572399	0.220644612	
LOC5575496	0.220502627	
LOC5572668	0.220502627	
LOC5564314	0.220502627	
LOC5578303	0.220502627	
LOC110674284	0.220360642	
LOC5563823	0.220360642	
LOC110678752	0.220360642	
LOC5571825	0.220218657	
LOC5569984	0.220218657	
LOC5571525	0.220218657	
LOC5576272	0.220218657	
LOC5574871	0.220218657	
LOC5576990	0.220076672	
LOC5565353	0.220076672	
LOC5575987	0.220076672	
LOC5574440	0.219934687	
LOC5576240	0.219934687	
LOC5576694	0.219792702	
LOC5574157	0.219792702	
LOC5578302	0.219792702	
LOC5572395	0.219650717	
LOC5580171	0.219508732	
LOC5567033	0.219508732	
LOC5566181	0.219508732	
LOC5577752	0.219508732	
LOC5575640	0.219366747	
LOC5564282	0.219366747	
LOC5564592	0.219366747	
LOC5575788	0.219224762	
LOC110676208	0.219224762	
LOC5571512	0.219082777	
LOC5570917	0.219082777	
LOC5579939	0.219082777	
LOC5566638	0.218940792	
LOC5579494	0.218940792	
LOC5568999	0.218940792	
LOC5572798	0.218798807	
LOC5572260	0.218798807	
LOC5574165	0.218798807	
LOC5569739	0.218798807	
LOC5568727	0.218656822	
LOC5576082	0.218656822	
LOC5573845	0.218656822	
LOC5580262	0.218656822	
LOC5568217	0.218656822	
LOC5570560	0.218656822	
LOC5566712	0.218514837	
LOC5576398	0.218372852	
LOC110674054	0.218230868	
LOC5576957	0.218230868	
LOC5568561	0.218230868	
LOC5569173	0.218088883	
LOC5570148	0.218088883	
LOC110677771	0.218088883	
LOC5571095	0.218088883	
LOC5571316	0.217946898	
LOC5574629	0.217946898	
LOC5564308	0.217946898	
LOC5572517	0.217946898	
LOC5565981	0.217946898	
LOC23687648	0.217946898	
LOC5574184	0.217946898	
LOC5571724	0.217804913	
LOC5569075	0.217804913	
LOC5580315	0.217662928	
LOC5574214	0.217520943	
LOC5579167	0.217520943	
LOC5564773	0.217520943	
LOC5569717	0.217378958	
LOC5580095	0.217236973	
LOC5565810	0.217236973	
LOC5567242	0.217236973	
LOC5564593	0.217236973	
LOC110676408	0.217094988	
LOC5578355	0.217094988	
LOC5568564	0.217094988	
LOC5563985	0.217094988	
LOC5573759	0.217094988	
LOC5568407	0.216953003	
LOC5578055	0.216953003	
LOC5569370	0.216953003	
LOC5566911	0.216953003	
LOC5570853	0.216953003	
LOC5572106	0.216811018	
LOC5572928	0.216811018	
LOC5565550	0.216669033	
LOC5574566	0.216669033	
LOC5568508	0.216669033	
LOC5578730	0.216385063	
LOC5564068	0.216385063	
LOC5574044	0.216385063	
LOC5579964	0.216385063	
LOC5574387	0.216385063	
LOC110678287	0.216385063	
LOC23687815	0.216385063	
LOC5574614	0.216243078	
LOC5566335	0.216101093	
LOC5573668	0.216101093	
LOC5574513	0.216101093	
LOC5566482	0.215959108	
LOC5569621	0.215959108	
LOC5569534	0.215959108	
LOC5575906	0.215817123	
LOC5578151	0.215817123	
LOC5570138	0.215817123	
LOC5569749	0.215817123	
LOC5573515	0.215675138	
LOC5576313	0.215675138	
LOC5578139	0.215675138	
LOC5566654	0.215675138	
LOC5579653	0.215675138	
LOC5564019	0.215533153	
LOC5569703	0.215533153	
LOC5578005	0.215533153	
LOC5568005	0.215391169	
LOC5572780	0.215249184	
LOC110681217	0.215249184	
LOC5564605	0.215107199	
LOC5578265	0.215107199	
LOC5572383	0.214823229	
LOC110675351	0.214823229	
LOC5568097	0.214823229	
LOC5575117	0.214823229	
LOC5568245	0.214823229	
LOC5566283	0.214681244	
LOC5575437	0.214681244	
LOC23687673	0.214539259	
LOC5573290	0.214539259	
LOC5578806	0.214397274	
LOC5572167	0.214397274	
LOC5579967	0.214397274	
LOC5575043	0.214397274	
LOC5579045	0.214397274	
LOC5567298	0.214397274	
LOC5564969	0.214255289	
LOC5571271	0.214255289	
LOC5568526	0.214255289	
LOC5566724	0.214255289	
LOC5580330	0.214113304	
LOC5564798	0.214113304	
LOC5572862	0.213971319	
LOC5565777	0.213829334	
LOC5568239	0.213829334	
LOC5573178	0.213829334	
LOC5580237	0.213829334	
LOC5577072	0.213687349	
LOC5564617	0.213687349	
LOC5572845	0.213687349	
LOC110678741	0.213687349	
LOC5571929	0.213687349	
Or36	0.213687349	
LOC5567616	0.213545364	
LOC110674028	0.213545364	
LOC5566090	0.213545364	
LOC5572370	0.213545364	
LOC5566098	0.213403379	
LOC110679204	0.213403379	
LOC5575280	0.213403379	
LOC5572022	0.213261394	
LOC5574064	0.213261394	
LOC5564504	0.213261394	
LOC5568427	0.213261394	
LOC5572651	0.213119409	
LOC5572659	0.213119409	
LOC5578928	0.212977424	
LOC5564225	0.212977424	
LOC5573774	0.212977424	
LOC5564153	0.212835439	
LOC5579854	0.212835439	
LOC5570334	0.212693454	
LOC5567207	0.212693454	
LOC5568648	0.21255147	
LOC5566799	0.21255147	
LOC5564325	0.21255147	
LOC5570015	0.21255147	
LOC5567156	0.212409485	
LOC110679163	0.212409485	
LOC5579656	0.212409485	
LOC5564640	0.2122675	
LOC5568712	0.2122675	
LOC5566462	0.212125515	
LOC5566461	0.212125515	
LOC5568743	0.212125515	
LOC5580276	0.212125515	
LOC5564157	0.212125515	
LOC5571507	0.21198353	
LOC5567855	0.21198353	
LOC5575637	0.21198353	
LOC5577369	0.21198353	
LOC5568600	0.21198353	
LOC5575025	0.211841545	
LOC5570159	0.211841545	
LOC5565476	0.211841545	
LOC5569133	0.211841545	
LOC5573322	0.21169956	
LOC5569716	0.21169956	
LOC5567645	0.21169956	
LOC5570011	0.21169956	
Or47	0.21169956	
LOC5563776	0.211557575	
LOC5564636	0.21141559	
LOC5579261	0.211273605	
LOC5571646	0.211273605	
LOC5575775	0.211273605	
LOC5566068	0.211273605	
LOC5567141	0.21113162	
LOC5570728	0.21113162	
LOC5574636	0.21113162	
LOC5570055	0.21113162	
LOC5563981	0.21113162	
LOC5580156	0.21113162	
LOC5572002	0.210989635	
LOC5573763	0.210989635	
LOC5570891	0.210989635	
LOC5572135	0.210989635	
LOC5571082	0.21084765	
LOC5563972	0.21084765	
LOC5565229	0.21084765	
LOC110674013	0.210705665	
LOC5569500	0.210705665	
LOC5569706	0.210705665	
LOC5566942	0.21056368	
LOC5571879	0.21056368	
LOC5566992	0.210421695	
LOC5572836	0.210421695	
LOC5569141	0.21027971	
LOC5575377	0.20999574	
LOC5566052	0.20999574	
LOC5575821	0.209853756	
LOC5580249	0.209853756	
LOC5575166	0.209853756	
LOC5571463	0.209853756	
LOC5565224	0.209853756	
LOC5575860	0.209853756	
LOC110679100	0.209853756	
LOC5578311	0.209711771	
LOC5575738	0.209711771	
LOC5572622	0.209711771	
LOC5573797	0.209569786	
LOC5564212	0.209569786	
LOC110678045	0.209569786	
LOC5574974	0.209427801	
LOC5568308	0.209427801	
LOC5575076	0.209427801	
LOC5568819	0.209285816	
LOC5564542	0.209285816	
LOC5572716	0.209285816	
LOC5571804	0.209143831	
LOC5578053	0.209001846	
LOC110676981	0.209001846	
LOC5573468	0.208859861	
LOC5575895	0.208859861	
LOC5577704	0.208859861	
LOC5578862	0.208859861	
LOC5574689	0.208859861	
LOC5580184	0.208717876	
LOC5569869	0.208717876	
LOC5569936	0.208433906	
LOC5569680	0.208291921	
LOC5578665	0.208291921	
LOC5576560	0.208149936	
LOC5575714	0.208149936	
LOC5573444	0.208149936	
LOC5576028	0.208007951	
LOC5570550	0.208007951	
LOC5564165	0.208007951	
LOC5575484	0.207865966	
LOC110677152	0.207865966	
LOC5564590	0.207865966	
LOC110674005	0.207723981	
LOC110677116	0.207723981	
LOC5573267	0.207723981	
LOC5569378	0.207581996	
LOC5577896	0.207581996	
LOC5577180	0.207581996	
LOC5567620	0.207440011	
LOC5576180	0.207440011	
LOC5572000	0.207298026	
LOC5580253	0.207298026	
LOC5574137	0.207298026	
LOC5574686	0.207298026	
LOC5568537	0.207156041	
LOC5565466	0.207156041	
LOC5577644	0.207014057	
LOC110676462	0.207014057	
LOC5566567	0.207014057	
LOC5575776	0.207014057	
LOC5564938	0.206872072	
LOC5569914	0.206730087	
LOC5565442	0.206588102	
LOC5569134	0.206588102	
LOC5574988	0.206446117	
LOC5575639	0.206446117	
LOC5572197	0.206446117	
LOC110676297	0.206446117	
LOC5564329	0.206446117	
LOC5580228	0.206304132	
LOC5565822	0.206304132	
LOC5575667	0.206304132	
LOC5579044	0.206304132	
LOC5570163	0.206304132	
LOC5577592	0.206162147	
LOC5564044	0.206162147	
LOC5568802	0.206162147	
LOC5571725	0.206020162	
LOC5575731	0.206020162	
LOC5564520	0.206020162	
LOC5570885	0.206020162	
LOC5575049	0.206020162	
LOC5572397	0.206020162	
LOC5567794	0.205878177	
LOC110677245	0.205878177	
LOC5570638	0.205594207	
LOC5577087	0.205594207	
LOC110681501	0.205452222	
LOC5566364	0.205452222	
LOC5577779	0.205452222	
LOC110676888	0.205310237	
LOC5572248	0.205310237	
LOC5575321	0.205310237	
LOC5579103	0.205310237	
LOC5579216	0.205168252	
LOC5580013	0.205168252	
LOC5569115	0.205026267	
LOC5570358	0.204884282	
LOC5573094	0.204884282	
LOC5569431	0.204884282	
LOC5569335	0.204742297	
LOC5573595	0.204742297	
LOC5571747	0.204742297	
LOC5576371	0.204600312	
LOC5577178	0.204600312	
LOC5571189	0.204458327	
LOC5570810	0.204458327	
LOC5578147	0.204316342	
LOC5565384	0.204316342	
LOC5568052	0.204316342	
LOC5563999	0.204174358	
LOC5579837	0.204174358	
LOC5574180	0.204174358	
LOC5571921	0.204174358	
LOC5570786	0.204032373	
LOC5572051	0.204032373	
LOC5568289	0.203890388	
LOC5569280	0.203890388	
LOC5575889	0.203890388	
LOC5564172	0.203890388	
LOC5577348	0.203890388	
LOC5572481	0.203890388	
LOC5577507	0.203606418	
LOC5578329	0.203606418	
LOC5569147	0.203464433	
LOC5568987	0.203322448	
LOC5564246	0.203180463	
LOC5578859	0.203180463	
LOC5566526	0.203180463	
LOC5574955	0.203180463	
LOC110678810	0.203180463	
LOC5563919	0.203038478	
LOC5573277	0.203038478	
LOC5575133	0.202896493	
LOC5565305	0.202896493	
LOC110678523	0.202896493	
LOC5564539	0.202754508	
LOC23687505	0.202754508	
LOC5574643	0.202754508	
LOC5570771	0.202612523	
LOC5570536	0.202612523	
LOC5569427	0.202612523	
LOC5565788	0.202612523	
LOC5564530	0.202612523	
LOC5571933	0.202612523	
LOC5570951	0.202470538	
LOC5573477	0.202470538	
