Locus Prop_exp_in_DSC1_cells Gene
LOC5564259	1	uncharacterized
LOC5575962	1	Dsc1
LOC110679566	0.997109827	protein couch potato
LOC5575790	0.982016699	NaK_ATPase (sodium/potassium-transporting ATPase subunit alpha)
LOC5565883	0.979929351	CUGBP Elav-like family member 2
LOC5566288	0.978163134	RNA-binding protein Musashi homolog Rbp6
LOC5571937	0.971258831	zinc finger protein on ecdysone puffs
LOC5575494	0.971258831	glucose transporter type 1
LOC5573425	0.970777136	nuclear hormone receptor FTZ-F1
LOC5580311	0.97061657	zinc finger protein 704
LOC5574714	0.969653179	nuclear factor of activated T-cells 5
LOC5573418	0.968529223	
LOC5575778	0.967886962	
LOC5566411	0.964515093	
LOC5565069	0.964033398	
LOC5569496	0.963551702	
LOC5565718	0.962909441	
LOC5571687	0.959055877	
LOC5571946	0.958253051	
LOC5569269	0.955844573	
LOC5575425	0.952793834	
LOC5576237	0.950706487	
LOC5564192	0.948779705	
LOC5567355	0.943802184	Para
LOC5572304	0.942678227	
LOC5578284	0.942035967	
LOC5572202	0.941554271	Shab
LOC5571255	0.940751445	KH6
LOC5578376	0.937700706	
LOC5580239	0.937700706	
LOC5576630	0.935131663	
LOC5568022	0.934489403	small conductance calcium-activated potassium channel protein
LOC110679171	0.933847142	
Orco	0.930956969	Orco
LOC5579421	0.928709056	
LOC5572028	0.92790623	Shaker
LOC5576362	0.927745665	
LOC5567168	0.9275851	
LOC5569968	0.925658317	
LOC110674216	0.925016057	
LOC5569019	0.9238921	
LOC5571969	0.92357097	KQT2
LOC5573862	0.923249839	
LOC5579800	0.922768144	
LOC5578336	0.920680796	
LOC5578934	0.919075145	Slowpoke
LOC5567775	0.918432884	
LOC5574500	0.917308927	
LOC110679507	0.915703276	
LOC5577230	0.915061015	
LOC5567609	0.914739884	
LOC5567456	0.914739884	
LOC5569782	0.912813102	
LOC5566699	0.910725755	
LOC5574747	0.910244059	
LOC5575208	0.910083494	
LOC5572184	0.910083494	
LOC5566385	0.909601798	
LOC5566562	0.909601798	
LOC5578843	0.908477842	
LOC5565217	0.907996146	
LOC5575569	0.907353886	
LOC5573942	0.906711625	
LOC5578710	0.906390495	
LOC5567380	0.906229929	
LOC5566612	0.905427103	
LOC5568798	0.905105973	Shaw
LOC5574135	0.904624277	
LOC5566252	0.904463712	
LOC5573800	0.901252408	
LOC5575390	0.900931278	
LOC5572256	0.900770713	
LOC5578031	0.900610148	
LOC5567198	0.899807322	
LOC5571800	0.899325626	
LOC5565278	0.898843931	
LOC5567245	0.898362235	
LOC110679012	0.898041105	
LOC5566219	0.896756583	
LOC5571599	0.896114322	
LOC5579528	0.894990366	
LOC5569059	0.894829801	
LOC5566589	0.89386641	
LOC5578520	0.893705845	
LOC5570867	0.890333976	
LOC5572932	0.89017341	
LOC5574316	0.889370584	
LOC5565368	0.888888889	
LOC5573536	0.887604367	
LOC5572648	0.887443802	
LOC5571223	0.88583815	
LOC5578975	0.88583815	
LOC23687660	0.885356455	
LOC5571415	0.880218369	
LOC5576029	0.880057803	
LOC5578974	0.878933847	
LOC23687700	0.878612717	
LOC110680850	0.878131021	
LOC5579397	0.875401413	
LOC5566637	0.875240848	
LOC23687644	0.874438022	
LOC5571857	0.873956326	
LOC5576646	0.872992935	
LOC5576746	0.871868979	
LOC5568344	0.870745022	
LOC5574404	0.870423892	
LOC5570339	0.870263327	
LOC5574328	0.870102762	
LOC5579992	0.870102762	
LOC5568396	0.869621066	
LOC5572379	0.86849711	
LOC5565300	0.867212588	
LOC5565838	0.865928067	
LOC5567249	0.865446371	
LOC5575438	0.864964676	
LOC5573065	0.863198459	
LOC5568949	0.860950546	
LOC5568091	0.859344894	
LOC5563832	0.857899807	
LOC5574758	0.857578677	
LOC5579882	0.856615286	
LOC5572793	0.855170199	
LOC5564326	0.852601156	
LOC5565863	0.852119461	
LOC5568244	0.851637765	
LOC5575426	0.850192678	
LOC5578270	0.848747592	
LOC5573499	0.848587026	
LOC5576740	0.8477842	
LOC5566516	0.846660244	
LOC5572358	0.846660244	
LOC5568840	0.846499679	
LOC5571521	0.846017983	
LOC5575931	0.844894027	
LOC5569475	0.844572897	
LOC5571230	0.843930636	
LOC5565467	0.842967245	
LOC5578805	0.842485549	
LOC5573241	0.842324984	
LOC5572228	0.842164419	
LOC5571120	0.842003854	
LOC5566316	0.841843288	
LOC5577073	0.841682723	
LOC5573063	0.841682723	
LOC23687882	0.840558767	
LOC5571277	0.839916506	
LOC5575787	0.837668593	
LOC23687858	0.837186898	
LOC5578458	0.836223507	
LOC5571110	0.83509955	
LOC5567272	0.833975594	
LOC5565589	0.833333333	
LOC5569675	0.832691073	
LOC5564541	0.832691073	
LOC5567332	0.832209377	
LOC5567708	0.831727681	
LOC5565828	0.831406551	
LOC23687536	0.831085421	
LOC5568471	0.83076429	
LOC5577064	0.83044316	
LOC5577780	0.83044316	
LOC5575687	0.829640334	
LOC5579996	0.829319204	
LOC5570466	0.829158638	Rdl
LOC110675257	0.828837508	
LOC5568502	0.828676943	
LOC5565901	0.828195247	
LOC5570087	0.826268465	
LOC5564177	0.825305074	
LOC5567364	0.823699422	
LOC5575881	0.821933205	
LOC5576263	0.821612075	
LOC5566642	0.821451509	
LOC5565596	0.821451509	
LOC5572519	0.821130379	
LOC5565213	0.821130379	
LOC5566763	0.820488118	
LOC5570204	0.81775851	
LOC5573757	0.816313423	
LOC5570887	0.815831728	
LOC5575947	0.815671162	
LOC110679492	0.815189467	
LOC5577794	0.812941554	
LOC5567734	0.812459859	
LOC5575867	0.812138728	
LOC5570171	0.812138728	
LOC23687632	0.811978163	
LOC5572587	0.811496468	
LOC5577899	0.810854207	
LOC5577718	0.810372511	
LOC5564298	0.80940912	
LOC5570026	0.80908799	
LOC5570773	0.807482338	
LOC5566834	0.806197816	
LOC5564925	0.804431599	
LOC5569422	0.803949904	
LOC110676690	0.803628773	
LOC5565492	0.803147078	
LOC5571764	0.802344252	
